AN_LETIVO,CD_ALUNO_SME,DESC_RACA_COR,CD_SEXO,TIPO_ESCOLA,DRE,NOME_DISTRITO,TURMA_ESCOL,MODALIDADE_SEGMENTO,DESC_SERIE,DESC_PAIS_NASC
2016,6300314,BRANCA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,CRECHE,MINI GRUPO II,SIRIA
2016,6388008,INDIGENA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,5636099,INDIGENA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL II,BOLIVIA
2016,6472834,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BRAS,S,PRE,INFANTIL II,ANGOLA
2016,6259066,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,PRE,INFANTIL I,BOLIVIA
2016,6518762,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BOM RETIRO,S,PRE,INFANTIL I,PARAGUAI
2016,5134420,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,PRE,INFANTIL II,BOLIVIA
2016,6219089,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO RAFAEL,S,CRECHE,MINI GRUPO II,REPUBLICA DO HAITI
2016,6314569,BRANCA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,MANDAQUI,S,CRECHE,MINI GRUPO I,INGLATERRA
2016,6112039,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,BOLIVIA
2016,6409339,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,BOLIVIA
2016,6477431,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,PRE,INFANTIL II,PARAGUAI
2016,6004468,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,PRE,INFANTIL I,BOLIVIA
2016,5989735,BRANCA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL II,BOLIVIA
2016,6214031,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL II,BOLIVIA
2016,5845745,PARDA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,PRE,INFANTIL II,BOLIVIA
2016,6338542,PRETA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,CRECHE,BERCARIO II,ANGOLA
2016,6545523,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,6545523,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6178153,BRANCA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,AGUA RASA,S,PRE,INFANTIL I,BOLIVIA
2016,6409339,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL I,BOLIVIA
2016,6509170,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,PRE,INFANTIL II,BOLIVIA
2016,6424739,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,PARQUE DO CARMO,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6252866,PARDA,F,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6462469,PRETA,M,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,JARDIM SAO LUIS,S,PRE,INFANTIL II,REPUBLICA DO HAITI
2016,6580777,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6362080,PARDA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6264768,NAO DECLARADA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,CIDADE DUTRA,S,CRECHE,BERCARIO II,BOLIVIA
2016,5686836,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,PRE,INFANTIL II,BOLIVIA
2016,6001554,NAO DECLARADA,M,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6133433,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,CRECHE,MINI GRUPO I,EQUADOR
2016,6359395,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,CRECHE,MINI GRUPO I,PERU
2016,6175594,PARDA,F,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,5988985,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,ANHANGUERA,S,PRE,INFANTIL II,ESTADOS UNIDOS DA AMERICA (EUA)
2016,5889927,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,PRE,INFANTIL I,BOLIVIA
2016,6125338,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.I 3.ANO F9,REPUBLICA DO HAITI
2016,6432794,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,FREGUESIA DO O,S,Fund1,C.I 3.ANO F9,LIBIA
2016,6604129,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.I 3.ANO F9,PARAGUAI
2016,4906420,BRANCA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,Fund1,C.I 3.ANO F9,PAQUISTAO
2016,6705434,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.I 2.ANO F9,CONGO
2016,4489332,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ARICANDUVA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6266577,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ARICANDUVA,S,Fund2,C.III 7.ANO F9,COLOMBIA
2016,6302518,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5936585,NAO DECLARADA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PONTE RASA,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6093662,NAO DECLARADA,F,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,PRE,INFANTIL II,BOLIVIA
2016,6205873,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,PRE,INFANTIL II,REPUBLICA DO HAITI
2016,6286889,NAO DECLARADA,M,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,PRE,INFANTIL II,ARGENTINA
2016,6276172,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JARAGUA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,5915795,NAO DECLARADA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,IGUATEMI,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5726023,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,PRE,INFANTIL II,BOLIVIA
2016,4737810,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JARAGUA,S,Fund1,C.I 3.ANO F9,JAPAO
2016,6103363,NAO DECLARADA,M,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,SANTANA,S,EDPROF,MI - ED PROF,BOLIVIA
2016,6288243,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,Fund2,C.III 7.ANO F9,REPUBLICA DO HAITI
2016,5992775,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERUS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6622566,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5754556,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6268638,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5640639,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,5754556,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5878337,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6629038,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6268638,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6365741,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5516314,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,4907562,INDIGENA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,LAJEADO,S,Fund1,C.II 4.ANO F9,ARGENTINA
2016,5082100,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,5797424,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4510142,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,JACANA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6319624,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6311237,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PERDIZES,S,Fund2,C.III 7.ANO F9,ANGOLA
2016,2725758,PARDA,F,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,PARELHEIROS,S,EJA5A8,MIII CIEJA,BELGICA
2016,5191503,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,JARDIM ANGELA,S,Fund1,C.I 3.ANO F9,HONDURAS
2016,6275674,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund1,C.II 4.ANO F9,ESTADOS UNIDOS DA AMERICA (EUA)
2016,5867640,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,5177062,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6559240,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,SAO MIGUEL,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6391526,PARDA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,CRECHE,MINI GRUPO I,BOLIVIA
2016,6134515,NAO DECLARADA,F,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,CRECHE,MINI GRUPO II,BOLIVIA
2016,6016164,PARDA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,GRAJAU,S,PRE,INFANTIL I,BOLIVIA
2016,6282561,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TREMEMBE,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5014028,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TREMEMBE,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5769810,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,JACANA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5925616,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4973032,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,4912975,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6053957,PARDA,M,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,VILA JACUI,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6665497,PRETA,M,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,MOVA,MOVA,SENEGAL
2016,5729332,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,TUCURUVI,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5046869,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5199784,AMARELA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAPAO REDONDO,S,Fund1,C.II 5.ANO F9,JAPAO
2016,5196996,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,CIDADE TIRADENTES,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,5869678,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,PIRITUBA,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5828101,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,RIO PEQUENO,S,Fund2,C.III 7.ANO F9,CONGO
2016,6356418,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MARIA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5967219,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,4373148,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA GUILHERME,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6548042,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,VILA MEDEIROS,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6267722,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund1,C.I 1.ANO F9,PARAGUAI
2016,5309665,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,Fund2,C.III 7.ANO F9,JAPAO
2016,4477284,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,Fund1,C.II 4.ANO F9,CONGO
2016,6266225,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,BELA VISTA,S,Fund1,C.II 5.ANO F9,ANGOLA
2016,6550624,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,GRAJAU,S,EJA5A8,EJA COMPL II,BOLIVIA
2016,5981411,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,5862645,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BELEM,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6276172,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JARAGUA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,5147092,AMARELA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAPAO REDONDO,S,Fund1,C.I 2.ANO F9,JAPAO
2016,6605145,PRETA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund1,C.II 4.ANO F9,CONGO
2016,6114724,NAO DECLARADA,F,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JARAGUA,S,MEDIO,2A.SER.E.M.,PARAGUAI
2016,4209971,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,CIDADE LIDER,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5209983,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SAO LUCAS,S,Fund2,C.II 6.ANO F9,JAPAO
2016,5020480,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,6133891,NAO DECLARADA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,ITAQUERA,S,Fund2,C.III 7.ANO F9,PARAGUAI
2016,4815620,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,6288555,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6559237,PRETA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund1,C.I 1.ANO F9,ANGOLA
2016,6056370,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund1,C.I 2.ANO F9,INGLATERRA
2016,6414377,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6432794,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,FREGUESIA DO O,S,Fund1,C.I 3.ANO F9,LIBIA
2016,4639273,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,6179464,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,5039438,INDIGENA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAMPO LIMPO,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5035840,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,CAPAO REDONDO,S,Fund1,C.II 5.ANO F9,ESTADOS UNIDOS DA AMERICA (EUA)
2016,4587786,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,BRASILANDIA,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,6076516,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6308552,NAO DECLARADA,F,CEU EMEF    ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5540914,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,IGUATEMI,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6578968,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,SE,S,Fund1,C.II 5.ANO F9,MARROCOS
2016,4492475,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CASA VERDE,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5211812,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,5981411,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,Fund1,C.I 2.ANO F9,BOLIVIA
2016,6514537,PRETA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,Fund1,C.I 1.ANO F9,REPUBLICA DO HAITI
2016,5952151,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,CANGAIBA,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,4581377,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,PARQUE DO CARMO,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,4998004,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,JAGUARE,S,Fund2,C.II 6.ANO F9,JAPAO
2016,5208506,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,Fund1,C.II 5.ANO F9,BOLIVIA
2016,4888564,BRANCA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,GUAIANASES,S,Fund1,C.I 2.ANO F9,JAPAO
2016,6557471,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,ARTUR ALVIM,S,Fund1,C.I 3.ANO F9,ANGOLA
2016,5866933,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,CACHOEIRINHA,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,6381453,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAPOPEMBA,S,Fund1,C.I 2.ANO F9,ANGOLA
2016,4558735,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.II 6.ANO F9,BOLIVIA
2016,4624517,INDIGENA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,5804709,NAO DECLARADA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,TATUAPE,S,Fund2,C.III 9.ANO F9,BOLIVIA
2016,5626547,PARDA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund1,C.I 1.ANO F9,BOLIVIA
2016,4380244,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,SAO RAFAEL,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,6409548,NAO DECLARADA,M,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,JOSE BONIFACIO,S,CRECHE,MINI GRUPO II,ANGOLA
2016,6296381,INDIGENA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,LIMAO,S,Fund1,C.II 4.ANO F9,BOLIVIA
2016,5935088,NAO DECLARADA,M,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,PENHA,S,PRE,INFANTIL II,ARGENTINA
2016,6109646,PARDA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,EJA5A8,EJA FINAL II,BOLIVIA
2016,5298407,NAO DECLARADA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund1,C.I 3.ANO F9,BOLIVIA
2016,6127502,AMARELA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,AGUA RASA,S,Fund1,C.I 3.ANO F9,JAPAO
2016,5876399,AMARELA,M,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MOOCA,S,Fund2,C.III 7.ANO F9,BOLIVIA
2016,4091829,BRANCA,F,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,VILA MATILDE,S,Fund2,C.II 6.ANO F9,BOLIVIA
